a,b,m1a_probe_cv_auc,m1b_energy,m1b_energy_scalefree,m2_confusion_rate,m2_separability,same_base,adjacent_version,same_family,same_org,same_arch,same_tokenizer,near_relative,structurally_related,relation_inferred
Qwen/Qwen2.5-3B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,60.78053189223699,2.1696360858501973,0.0,1.0,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-3B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,54.48145433319051,1.940496283343819,0.0,1.0,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-3B-Instruct,openchat/openchat_3.5,1.0,69.08770057040408,2.6615533934489526,0.0,1.0,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-3B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,64.17983692198675,2.28018466139127,0.0,1.0,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-3B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,68.90929247837806,2.59201224732457,0.0,1.0,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-3B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,73.74381010152865,3.0216565626733654,0.0,1.0,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-3B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,71.50843940208627,2.9894631852235696,0.0,1.0,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-3B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,67.43224921049882,2.7263065155233814,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,claude-3-5-sonnet-20240620,1.0,70.01226861058404,2.528885898261577,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,claude-3-haiku-20240307,1.0,55.68260363536484,2.0447789550105426,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,claude-3-opus-20240229,1.0,69.88678427545658,2.3815406671017905,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,google/gemma-1.1-2b-it,1.0,67.76231381802233,2.321727520920238,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,google/gemma-1.1-7b-it,1.0,65.23639727563146,2.3873740546882214,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,google/gemma-2-27b-it,1.0,63.0570284055365,2.2042668285584024,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,google/gemma-2-9b-it,1.0,62.98161299583579,2.0392657784735104,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,google/gemma-2b-it,1.0,67.56382204554026,2.281926804533301,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,google/gemma-7b-it,1.0,74.88615446921241,2.7170350018260496,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,gpt-3.5-turbo,1.0,50.48609652798774,1.6011250018165344,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,gpt-4-turbo-2024-04-09,1.0,51.64019784219296,1.7855581478455342,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,gpt-4o-2024-05-13,1.0,55.56098043100263,1.8176260181460901,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,63.54915508336671,2.2310621893196543,0.0,1.0,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,ibm-granite/granite-3.0-8b-instruct,1.0,61.12191440136165,1.8694294185117315,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,ibm-granite/granite-3.1-8b-instruct,1.0,53.3731134344428,1.6871726123294815,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,internlm/internlm2_5-7b-chat,1.0,59.49725242404398,1.9783260127878437,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Llama-2-7b-chat-hf,1.0,57.17284342023211,1.9469648834370257,0.0,1.0,False,False,False,False,True,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Llama-3.2-1B-Instruct,1.0,56.033490647392746,1.744562837550126,0.0,1.0,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Llama-3.2-3B-Instruct,1.0,52.6048007917141,1.621977840417202,0.0,1.0,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,1.0,60.45953860694421,1.919921521570634,0.0,1.0,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,51.65408605861968,1.7442391978651124,0.014705882352941176,0.9852941176470589,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,69.14583320025119,2.2291388456687544,0.0,1.0,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,63.96624141739815,2.244219982641858,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,69.87811645394099,2.451335392489739,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,52.614641536549186,1.6428888130502064,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,51.864869847929754,1.6397507834175802,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,microsoft/Phi-3.5-MoE-instruct,1.0,60.47889753637122,2.0511925447895987,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,63.19064526012782,2.1310122374431058,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,59.19329003306795,1.8938529405693787,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,51.473489057116375,1.60137842922927,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,51.001279578510164,1.6600432905090041,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,52.748506373391685,1.6677735568689287,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,54.81042895045567,1.693741647940356,0.0,1.0,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,52.91472363817725,1.6320400297243978,0.0,1.0,False,True,True,False,True,True,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,openchat/openchat_3.5,1.0,62.376931715764485,2.0583686924838878,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,53.590867313182976,1.6492962522103511,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,46.5121027180145,1.5037058266989778,0.0,1.0,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,73.9095388910197,2.570632994608727,0.0,1.0,False,False,False,False,True,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,72.31927931898076,2.5584746112818064,0.0,1.0,False,False,False,False,True,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,58.23039588423545,2.002398634840335,0.0,1.0,False,False,False,False,True,False,False,False,False
claude-3-5-sonnet-20240620,claude-3-haiku-20240307,1.0,64.32010921495564,2.8920796650095753,0.007352941176470588,0.9926470588235294,False,True,True,True,True,True,True,True,False
claude-3-5-sonnet-20240620,claude-3-opus-20240229,1.0,52.426937983236954,2.1527310158074693,0.0,1.0,False,True,True,True,True,True,True,True,False
claude-3-5-sonnet-20240620,google/gemma-1.1-2b-it,1.0,77.2307481855969,3.1920589436548665,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,google/gemma-1.1-7b-it,1.0,78.71303648392019,3.5243472096338646,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,google/gemma-2-27b-it,1.0,60.76911334278779,2.57329500159742,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,google/gemma-2-9b-it,1.0,65.66358603069737,2.5359644787818723,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,google/gemma-2b-it,1.0,66.1953991676329,2.6890419721599774,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,google/gemma-7b-it,1.0,79.12755731727307,3.5058409744679486,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,gpt-3.5-turbo,1.0,64.37534177220166,2.425585192059484,0.0,1.0,False,False,False,False,True,False,False,False,False
claude-3-5-sonnet-20240620,gpt-4-turbo-2024-04-09,1.0,71.42129538720785,2.9846512287251574,0.0,1.0,False,False,False,False,True,False,False,False,False
claude-3-5-sonnet-20240620,gpt-4o-2024-05-13,1.0,66.34255720468596,2.5939002248357483,0.0,1.0,False,False,False,False,True,False,False,False,False
claude-3-5-sonnet-20240620,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,86.26552940752106,3.6720767641239203,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,ibm-granite/granite-3.0-8b-instruct,1.0,57.352066248557364,2.070174227765211,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,ibm-granite/granite-3.1-8b-instruct,1.0,56.82258061420275,2.1327285697255802,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,internlm/internlm2_5-7b-chat,1.0,67.96274918254136,2.7095108834303927,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,meta-llama/Llama-2-7b-chat-hf,1.0,81.87121472067233,3.359011812266393,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,meta-llama/Llama-3.2-1B-Instruct,1.0,59.70291811672622,2.2008330561961964,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,meta-llama/Llama-3.2-3B-Instruct,1.0,67.66457408506847,2.4658210558687768,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,meta-llama/Meta-Llama-3-70B-Instruct,1.0,63.77560078705734,2.273181714787248,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,meta-llama/Meta-Llama-3-8B-Instruct,1.0,65.706693897396,2.4795803461086976,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,76.09313886843744,3.09037847558714,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,59.777918445284,2.2967155571667637,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,microsoft/Phi-3-medium-128k-instruct,1.0,79.76993268347351,3.3928554864028384,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,microsoft/Phi-3-medium-4k-instruct,1.0,74.95915806913818,3.187766691008192,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,microsoft/Phi-3-mini-128k-instruct,1.0,64.00841914419266,2.3676853425997497,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,microsoft/Phi-3-mini-4k-instruct,1.0,63.11638333907044,2.369392311146751,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,microsoft/Phi-3.5-MoE-instruct,1.0,63.74737868690289,2.602652197140245,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,microsoft/Phi-3.5-mini-instruct,1.0,63.23377922623409,2.5640825683088906,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,mistralai/Mistral-7B-Instruct-v0.1,1.0,71.59002454759978,2.7257881445489183,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,mistralai/Mistral-7B-Instruct-v0.2,1.0,62.987229239648734,2.319824032035991,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,mistralai/Mistral-7B-Instruct-v0.3,1.0,66.19702854005838,2.5726216972919205,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,64.85288323676741,2.4347294622889164,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,nvidia/Llama3-ChatQA-1.5-8B,1.0,65.95275705970445,2.409756992153861,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,openchat/openchat-3.6-8b-20240522,1.0,57.95011186817315,2.1125827750994155,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,openchat/openchat_3.5,1.0,64.94798374411648,2.5658411884151042,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,tiiuae/Falcon3-10B-Instruct,1.0,59.30390890905003,2.1563755472656023,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,tiiuae/Falcon3-7B-Instruct,1.0,67.41754100312532,2.5989660889729205,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,togethercomputer/Llama-2-7B-32K-Instruct,1.0,82.75020982261744,3.4827555149253495,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,77.15206259632197,3.3147968903861322,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-5-sonnet-20240620,utter-project/EuroLLM-1.7B-Instruct,1.0,76.16529497375824,3.161853791355015,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,claude-3-opus-20240229,1.0,68.73995671365999,2.8761171573299147,0.007352941176470588,0.9926470588235294,False,True,True,True,True,True,True,True,False
claude-3-haiku-20240307,google/gemma-1.1-2b-it,1.0,73.63909692075623,3.1017394926767805,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,google/gemma-1.1-7b-it,1.0,68.01366117447905,3.10839291013378,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,google/gemma-2-27b-it,1.0,70.67707892885055,3.0514412311151142,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,google/gemma-2-9b-it,1.0,71.06963722594568,2.793670558231278,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,google/gemma-2b-it,1.0,80.01718771663519,3.311517649927584,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,google/gemma-7b-it,1.0,79.81431275535448,3.6087668209750907,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,gpt-3.5-turbo,1.0,57.28337886838776,2.1958841200973636,0.0,1.0,False,False,False,False,True,False,False,False,False
claude-3-haiku-20240307,gpt-4-turbo-2024-04-09,1.0,71.68772665461553,3.053646680602492,0.0,1.0,False,False,False,False,True,False,False,False,False
claude-3-haiku-20240307,gpt-4o-2024-05-13,1.0,66.9043762955414,2.6630782633379435,0.0,1.0,False,False,False,False,True,False,False,False,False
claude-3-haiku-20240307,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,77.52062711061758,3.3647747144699554,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,ibm-granite/granite-3.0-8b-instruct,1.0,70.17097801957765,2.5750292034260402,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,ibm-granite/granite-3.1-8b-instruct,1.0,67.42314796559432,2.5744133631044344,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,internlm/internlm2_5-7b-chat,1.0,56.321335349652855,2.2867329027945824,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,meta-llama/Llama-2-7b-chat-hf,1.0,67.90953142368824,2.839006213485054,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,meta-llama/Llama-3.2-1B-Instruct,1.0,67.23537496887417,2.5206339803506257,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,meta-llama/Llama-3.2-3B-Instruct,1.0,68.32211050480511,2.5316142924792335,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,meta-llama/Meta-Llama-3-70B-Instruct,1.0,62.71984420108646,2.272274506888777,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,meta-llama/Meta-Llama-3-8B-Instruct,1.0,74.41173017944486,2.8569685570577312,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,79.57797665518858,3.292540567421668,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,68.32741956162525,2.671738390517331,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,microsoft/Phi-3-medium-128k-instruct,1.0,71.50115047118841,3.1009628865219137,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,microsoft/Phi-3-medium-4k-instruct,1.0,73.21963464715836,3.1750131162858968,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,microsoft/Phi-3-mini-128k-instruct,1.0,61.66069881083551,2.3197501092723196,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,microsoft/Phi-3-mini-4k-instruct,1.0,58.28808355105792,2.226028177098306,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,microsoft/Phi-3.5-MoE-instruct,1.0,64.80921110627024,2.6959115706608556,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,microsoft/Phi-3.5-mini-instruct,1.0,72.6967154334381,3.003010971193411,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,mistralai/Mistral-7B-Instruct-v0.1,1.0,70.24746417805883,2.721657196571828,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,mistralai/Mistral-7B-Instruct-v0.2,1.0,62.74620847909801,2.350194637264806,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,mistralai/Mistral-7B-Instruct-v0.3,1.0,62.417549862505865,2.469251279641972,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,58.28796093634525,2.226161954541756,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-haiku-20240307,nvidia/Llama3-ChatQA-1.5-8B,1.0,64.17201233531081,2.384191820650236,0.0,1.0,False,False,False,False,False,False,False,False,False
